sweep,sweepTime,elevAngle,value,radialAng,surfaceRan,heightRel,heightASL,latitude,longitude
0,2003-03-27T05:47:11Z,0.48339844,-3.5,102.17285,41998.402,468.73624,670.8186,41.5237,-87.5928
0,2003-03-27T05:47:11Z,0.48339844,5.0,102.17285,42998.363,482.6854,684.76776,41.5217,-87.5811
0,2003-03-27T05:47:11Z,0.48339844,6.5,102.17285,43998.324,496.76425,698.8467,41.5198,-87.5694
0,2003-03-27T05:47:11Z,0.48339844,6.5,102.17285,44998.29,510.97284,713.05524,41.5178,-87.5577
0,2003-03-27T05:47:11Z,0.48339844,9.0,103.18359,29998.86,311.46378,513.54614,41.5423,-87.7346
0,2003-03-27T05:47:11Z,0.48339844,8.0,103.18359,30998.82,323.8564,525.9388,41.5402,-87.7230
0,2003-03-27T05:47:11Z,0.48339844,5.5,103.18359,31998.783,336.37875,538.4611,41.5381,-87.7113
0,2003-03-27T05:47:11Z,0.48339844,1.5,103.18359,32998.746,349.0308,551.1132,41.5360,-87.6997
0,2003-03-27T05:47:11Z,0.48339844,11.0,103.18359,33998.707,361.81256,563.89496,41.5339,-87.6880
0,2003-03-27T05:47:11Z,0.48339844,12.0,103.18359,34998.668,374.72403,576.80646,41.5319,-87.6763
0,2003-03-27T05:47:11Z,0.48339844,5.0,103.18359,35998.63,387.76523,589.8476,41.5298,-87.6647
0,2003-03-27T05:47:11Z,0.48339844,5.0,103.18359,36998.594,400.9361,603.0185,41.5277,-87.6530
0,2003-03-27T05:47:11Z,0.48339844,2.5,103.18359,37998.555,414.23672,616.3191,41.5256,-87.6414
0,2003-03-27T05:47:11Z,0.48339844,-0.5,103.18359,38998.516,427.66702,629.74945,41.5235,-87.6297
0,2003-03-27T05:47:11Z,0.48339844,4.0,103.18359,39998.477,441.22705,643.30945,41.5214,-87.6181
0,2003-03-27T05:47:11Z,0.48339844,8.5,103.18359,40998.44,454.91678,656.9992,41.5193,-87.6064
0,2003-03-27T05:47:11Z,0.48339844,6.5,103.18359,41998.402,468.73624,670.8186,41.5172,-87.5948
0,2003-03-27T05:47:11Z,0.48339844,6.0,103.18359,42998.363,482.6854,684.76776,41.5151,-87.5831
